142, 142
218, 218
291, 291
339, 339
350, 36075
446, 4256
460, 540
468, 539
494, 4368
540, 540
569, 569
743, 743
832, 865
869, 869
908, 908
1120, 1120
1176, 1176
1247, 1247
1358, 569
1388, 1388
1400, 39631
1848, 10410
2241, 5219
2242, 2242
2515, 1120
2661, 2661
2845, 2845
2996, 2996
3010, 3010
3074, 3074
3129, 3129
3155, 3155
3157, 3157
3252, 3252
3360, 3360
3425, 3425
3426, 3426
3480, 3480
3559, 3559
3667, 3667
3703, 10248
3708, 3708
4057, 3842
4078, 4078
4256, 4256
4368, 4368
4390, 4390
4508, 4508
4634, 5267
4855, 3708
4864, 4864
4883, 4883
4896, 4896
5204, 41577
5247, 446
5337, 5337
5479, 5479
5496, 5496
5677, 5677
5812, 69181
5980, 5980
6183, 6183
6278, 6278
6319, 6319
6336, 6336
6466, 6453
8404, 8404
9677, 9677
10094, 10094
10176, 10248
10248, 124101
10410, 124727
10445, 10445
10616, 10616
10974, 110523
11053, 539
11143, 539
11212, 5518
11896, 11896
12942, 12942
13436, 14814
14470, 14470
14918, 14918
16464, 111979
18190, 18190
18564, 18564
18768, 10107
19082, 19082
19378, 19378
19565, 19565
19709, 19709
19755, 19755
20104, 20104
25406, 25406
28375, 28375
28406, 28406
30006, 39648
33782, 3376
36712, 36712
38364, 38364
38515, 38515
38681, 38681
39016, 14470
39561, 18768
39622, 153026
39648, 39648
39723, 39723
45244, 45244
48657, 48657
49103, 49103
56524, 56524
69144, 69144
71244, 71244
87275, 87275
89958, 89958
100174, 100174
102640, 10107
103387, 103387
103737, 103737
103924, 103924
104312, 104312
104769, 104769
106123, 106123
106163, 106163
107009, 107009
107623, 107623
108131, 108131
109625, 109625
110953, 110953
113194, 113194
113411, 113411
119314, 119314
119431, 119431
122357, 4517
124522, 124522
125164, 125164
128268, 128268
129893, 129893
136385, 136385
142661, 142661
153026, 153026
142, 142
218, 218
291, 291
339, 339
350, 350
446, 446
460, 460
476, 476
494, 6927
540, 540
569, 569
743, 743
832, 2661
869, 869
908, 908
1120, 1120
1176, 1176
1247, 1247
1358, 1358
1388, 1388
1651, 11295
1848, 1848
2241, 5219
2242, 2242
2515, 3360
2661, 2661
2845, 2845
2996, 2996
3010, 3010
3074, 3074
3129, 3129
3155, 3155
3157, 3157
3252, 1358
3360, 3360
3425, 10410
3426, 5734
3480, 3480
3559, 4888
3667, 3667
3703, 3703
3842, 3842
4057, 5812
4078, 4078
4256, 446
4368, 6278
4390, 4390
4508, 4508
4634, 4634
4855, 6183
4864, 6278
4883, 4883
4896, 4896
5204, 3697
5267, 3697
5337, 832
5479, 5479
5496, 5496
5734, 11143
5812, 476
5980, 5980
6183, 6183
6278, 779
6319, 6319
6336, 6336
6927, 6927
8404, 8404
9677, 9677
10094, 10094
10176, 5677
10248, 10248
10410, 8941
10522, 10522
10616, 10616
10974, 10974
11053, 2660
11143, 5677
11212, 11212
11896, 11205
12942, 12942
13436, 13436
14814, 460
15566, 15566
16464, 110523
18190, 1651
18564, 18564
18768, 101542
19082, 19082
19378, 19378
19565, 19565
19709, 19709
19755, 1388
20104, 10176
25406, 25406
28375, 28375
29105, 29105
30006, 30006
33834, 33834
37398, 37398
38364, 38364
38515, 38515
38681, 38681
39547, 39547
39613, 39613
39628, 39631
39648, 39648
39723, 39723
45244, 45244
48657, 48657
49103, 49103
56524, 56524
69144, 69144
71244, 3480
87275, 10971
89958, 89958
100174, 100174
102640, 102640
103387, 103387
103737, 103737
103924, 103924
104312, 104312
104769, 104769
106123, 106123
106163, 106163
107009, 107009
107623, 107623
108131, 108131
109625, 109625
110953, 110953
113194, 16464
116441, 100174
119314, 119314
119431, 119431
124101, 124101
124522, 124522
125164, 125164
128268, 128268
129893, 129893
136385, 136385
142661, 142661
153026, 153026
142, 3123
218, 218
291, 291
339, 339
350, 350
446, 221
460, 460
476, 4368
539, 539
540, 540
569, 350
743, 743
832, 865
869, 869
969, 969
1120, 1120
1176, 1176
1247, 1247
1358, 1358
1388, 1388
1651, 18190
2027, 2027
2241, 4517
2242, 2242
2660, 832
2707, 2707
2845, 2845
2996, 2996
3010, 3010
3123, 3123
3129, 3123
3155, 1284
3210, 3210
3252, 4517
3360, 3360
3425, 3425
3426, 3426
3480, 3480
3559, 3559
3667, 3667
3703, 3426
3842, 3842
4076, 4076
4078, 143
4308, 4308
4368, 5479
4390, 4390
4517, 4517
4634, 4634
4855, 460
4864, 6278
4883, 4883
4896, 540
5219, 5219
5267, 5267
5337, 5337
5479, 5479
5496, 5496
5734, 5734
5812, 143
5980, 5980
6278, 6278
6278, 6183
6319, 3129
6336, 6336
6927, 6927
8404, 8404
9677, 9677
10107, 10107
10176, 3703
10248, 10248
10410, 10410
10522, 10522
10616, 10616
10974, 111979
11053, 350
11143, 11143
11275, 11275
11896, 11896
12942, 12942
13436, 13436
14814, 3123
15566, 15566
16931, 5677
18426, 18426
18564, 18564
18768, 18768
19285, 19285
19378, 19378
19565, 19565
19709, 19709
19755, 19755
20104, 20104
25406, 25406
28375, 28375
29105, 29105
30006, 30006
33834, 33834
37398, 37398
38364, 38364
38515, 38515
38681, 38681
39547, 39547
39613, 48657
39628, 101542
39648, 39648
39723, 39723
47987, 47987
48657, 48657
49804, 49804
56524, 56524
69144, 69144
71244, 71244
87275, 87275
90754, 69144
100470, 100470
102829, 102829
103387, 10034
103737, 103737
103924, 103924
104312, 104312
104769, 104769
106123, 106123
106163, 106163
107009, 39613
108117, 108117
108131, 108131
110523, 111979
110953, 110953
113194, 113194
116441, 136385
119314, 119314
119431, 119431
124101, 124101
124522, 124522
125164, 125164
128268, 128268
132468, 132468
136385, 3708
142661, 142661
157210, 26856
142, 142
218, 218
291, 291
350, 12321
350, 350
446, 446
460, 4855
476, 476
539, 5677
540, 540
569, 2660
743, 743
832, 6927
884, 884
969, 969
1120, 1120
1176, 1176
1247, 1247
1358, 569
1388, 1388
1651, 30006
2027, 2027
2241, 468
2242, 2242
2660, 2660
2707, 2707
2845, 460
2996, 2996
3074, 3074
3123, 10410
3129, 865
3155, 6466
3210, 4888
3252, 3252
3360, 3360
3425, 3425
3470, 3470
3480, 3480
3559, 4057
3697, 124101
3703, 3703
3842, 3842
4076, 11053
4078, 4078
4308, 4308
4368, 476
4390, 4390
4517, 221
4634, 4634
4855, 5479
4864, 4864
4888, 3129
4929, 3698
5219, 10248
5267, 5267
5337, 5337
5479, 3708
5496, 5496
5734, 468
5812, 5812
6135, 468
6278, 6278
6278, 3708
6319, 6319
6336, 6336
6927, 5247
8404, 8404
9677, 9677
10107, 39613
10176, 6303
10248, 11143
10410, 10410
10522, 10522
10616, 10616
10974, 111979
11053, 2660
11143, 4117
11275, 11275
11896, 6319
12942, 12942
13436, 13436
14814, 2660
15566, 15566
16931, 539
18426, 18426
18564, 18564
18768, 18768
19285, 19285
19378, 19378
19565, 19565
19709, 19709
19807, 19807
20104, 11275
25406, 25406
28375, 28375
29105, 29105
32389, 32389
33834, 4078
37398, 37398
38364, 49918
38515, 38515
38681, 38681
39547, 39547
39613, 1400
39628, 39628
39648, 39648
39723, 39723
47987, 47987
48657, 48657
49804, 49804
56524, 56524
69181, 5677
71244, 3698
87275, 39613
90754, 90754
100470, 100470
102829, 102829
103387, 103387
103737, 103737
103924, 103924
104312, 104312
104769, 104769
106123, 106123
106163, 106163
107182, 107182
108117, 108117
108841, 108841
110523, 110523
110975, 110975
113194, 113194
116441, 116441
119425, 119425
121146, 49918
124101, 124101
124727, 124727
125164, 125164
128268, 128268
132468, 132468
136385, 136385
142661, 142661
157210, 6183
142, 142
221, 221
291, 291
350, 350
350, 350
446, 446
460, 4896
476, 476
539, 3842
540, 540
677, 677
743, 743
832, 6927
884, 884
969, 969
1120, 1120
1176, 1176
1247, 1247
1358, 11896
1388, 1388
1651, 4435
2027, 2027
2241, 2241
2251, 2251
2660, 2660
2707, 14452
2845, 2845
2996, 2996
3074, 3074
3123, 3123
3129, 6319
3155, 11053
