142, 832
218, 218
291, 291
350, 350
350, 350
460, 460
468, 11295
494, 10153
539, 539
540, 540
708, 708
830, 830
869, 869
969, 969
1120, 1120
1176, 1176
1247, 1247
1388, 1388
1400, 1400
1651, 1651
2141, 2141
2241, 5267
2515, 3360
2661, 2661
2845, 2845
2996, 2996
3074, 3074
3123, 1651
3129, 3129
3157, 3157
3222, 3222
3360, 2515
3425, 3425
3426, 33834
3480, 3480
3579, 3579
3698, 142
3708, 221
3842, 3842
4078, 4078
4256, 446
4368, 4368
4390, 4390
4517, 143
4634, 124101
4855, 908
4883, 4883
4890, 3480
4929, 476
5247, 221
5267, 5267
5479, 5479
5496, 5496
5734, 5734
5812, 6278
6135, 6135
6278, 494
6303, 6303
6321, 142
6453, 142
8404, 8404
9677, 9677
10107, 10107
10222, 10222
10367, 10367
10410, 3425
10522, 10522
10971, 10971
11053, 33834
11143, 5267
11275, 11275
12321, 142
12942, 12942
14452, 14452
14814, 142
16464, 142
18190, 18190
18564, 18564
18768, 18768
19285, 19285
19378, 19378
19665, 19665
19755, 19755
19857, 19857
22142, 2141
28375, 28375
28406, 28406
30006, 30006
33834, 33834
38089, 38089
38481, 38481
38546, 38546
38818, 38818
39561, 39561
39622, 39622
39648, 39648
39723, 39723
47987, 47987
49103, 49103
49918, 49918
69144, 69144
71244, 71244
89850, 89850
100174, 100174
101542, 101542
102869, 102869
103549, 103549
103924, 103924
104312, 104312
104769, 104769
106123, 106123
106541, 106541
107206, 107206
108131, 108131
109625, 109625
110953, 110953
113194, 113194
116441, 142
119425, 119425
121970, 121970
124512, 124512
124868, 124868
128114, 128114
129893, 129893
136385, 136385
148505, 148505
168955, 142
142, 142
218, 218
291, 291
350, 350
350, 350
460, 460
468, 142
494, 6927
539, 539
540, 540
743, 743
832, 832
869, 869
969, 969
1120, 1120
1176, 1176
1247, 1247
1388, 1388
1400, 142
1651, 1651
2141, 2241
2242, 2242
2515, 142
2661, 2661
2845, 2845
3010, 3010
3074, 3074
3123, 3123
3129, 3129
3157, 3157
3222, 3222
3360, 3360
3425, 3425
3470, 3470
3480, 3480
3579, 3579
3698, 142
3708, 3708
4057, 11053
4078, 4078
4256, 4256
4368, 4368
4390, 4390
4517, 4517
4634, 142
4864, 221
4883, 4883
4890, 4517
5164, 142
5247, 5247
5337, 5337
5479, 5479
5496, 5496
5734, 143
5812, 6303
6135, 16931
6278, 3708
6303, 6303
6321, 6321
6466, 142
8404, 8404
9677, 9677
10107, 142
10222, 10222
10367, 10367
10445, 10445
10522, 10522
10971, 48657
11053, 4078
11143, 539
11275, 11275
12321, 350
13081, 13081
14452, 14452
14918, 14918
16464, 48657
18190, 18190
18564, 18564
18768, 18768
19285, 19285
19378, 19378
19665, 19665
19755, 19755
19857, 19857
22142, 22142
28375, 28375
29105, 29105
30006, 30006
33834, 33834
38089, 38089
38481, 38481
38546, 38546
39016, 39016
39561, 39561
39628, 10971
39648, 39648
39723, 39628
48534, 48534
49103, 49103
49918, 49918
69144, 69144
71244, 142
89850, 89850
100174, 100174
101542, 101542
102869, 102869
103737, 103737
103924, 103924
104312, 104312
104769, 104769
106123, 106123
106541, 106541
107206, 107206
108131, 108131
109625, 109625
110953, 110953
113194, 113194
116441, 142
119431, 119431
121970, 121970
124522, 124522
124868, 124868
128268, 128268
132468, 132468
136385, 136385
148505, 111979
168955, 168955
142, 460
221, 221
291, 291
350, 350
350, 350
460, 460
468, 468
494, 494
539, 142
540, 540
743, 743
832, 832
869, 869
969, 969
1120, 1120
1176, 1176
1284, 468
1388, 1388
1400, 28375
1848, 1848
2141, 2141
2242, 2242
2515, 3129
2707, 2707
2845, 2845
3010, 3010
3074, 3074
3123, 3123
3129, 3129
3157, 3157
3222, 3222
3360, 3360
3425, 3425
3470, 3470
3480, 3480
3667, 3667
3698, 476
3708, 6278
4057, 3842
4078, 4078
4256, 142
4368, 4368
4390, 468
4517, 142
4648, 4648
4864, 4864
4883, 4883
4890, 218
5164, 142
5247, 142
5337, 5337
5479, 5479
5496, 5496
5734, 5677
5812, 2141
6135, 350
6278, 2660
6303, 6303
6321, 6321
6466, 142
8404, 8404
9677, 9677
10107, 10107
10222, 1284
10410, 10410
10445, 3697
10522, 10522
10974, 3480
11053, 4890
