142, 3157
218, 337
291, 291
339, 339
350, 2141
446, 446
460, 4896
476, 476
539, 3697
540, 540
677, 677
779, 779
865, 865
884, 5479
1120, 1120
1176, 1176
1245, 1245
1284, 6303
1388, 1388
1400, 1400
1651, 1651
2141, 2141
2242, 2242
2515, 539
2661, 2661
2845, 2845
2996, 2996
3010, 3010
3074, 3074
3129, 11896
3155, 3155
3210, 3210
3252, 3252
3360, 3360
3425, 3425
3480, 3480
3486, 3486
3667, 3667
3698, 71244
3708, 1651
4057, 5812
4078, 69181
4256, 4256
4368, 4368
4390, 4390
4517, 3074
4634, 4368
4855, 4855
4864, 4864
4888, 36075
4929, 3480
5219, 5219
5267, 5267
5406, 5406
5479, 5479
5518, 5518
5812, 4117
5980, 5980
6135, 2141
6278, 4864
6303, 2141
6321, 6321
6466, 19531
8404, 8404
9677, 9677
10107, 89850
10176, 468
10248, 3842
10410, 3425
10522, 10522
10832, 10832
10974, 39628
11053, 1651
11143, 2141
11295, 11295
12681, 12681
13081, 13081
14452, 14452
14814, 14814
16464, 16464
18190, 18190
18564, 18564
18768, 18768
19082, 19082
19378, 19378
19665, 19665
19709, 19709
19807, 19807
22142, 10248
26856, 26856
28406, 28406
29105, 29105
33782, 33782
36712, 39723
38364, 38364
38515, 38515
38681, 38681
39547, 39547
39613, 39723
39628, 39628
39648, 39648
41577, 41577
48534, 48534
49103, 49103
49918, 49918
59959, 59959
71244, 71244
87275, 89850
89958, 89958
100174, 5479
102829, 38364
103387, 103387
103737, 103737
103924, 103924
104312, 104312
105825, 105825
106154, 110975
106541, 106541
107623, 107623
108131, 108131
109625, 47987
110953, 110953
113194, 113194
116441, 116441
119425, 119425
121146, 121146
124512, 124512
124727, 124727
128114, 128114
129273, 129273
133891, 133891
139378, 139378
149121, 39631
142, 1651
218, 218
291, 291
350, 36075
350, 350
446, 221
460, 11295
476, 476
539, 539
540, 540
677, 677
779, 4864
865, 865
884, 884
1120, 1120
1176, 1176
1245, 3010
1284, 2141
1388, 18190
1400, 1400
1848, 10410
2141, 539
2242, 2242
2515, 2515
2661, 2661
2845, 33495
2996, 3708
3010, 3010
3074, 3074
3129, 3129
3155, 3155
3210, 3210
3335, 3335
3360, 2515
3425, 3425
3480, 3480
3486, 3486
3667, 3667
3703, 3703
3842, 3842
4057, 10248
4078, 4078
4256, 4256
4368, 5518
4390, 4390
4517, 71244
4634, 11112
4855, 6183
4864, 4864
4888, 1651
4929, 4929
5219, 4078
5267, 5267
5406, 1245
5479, 5479
5518, 5518
5812, 5812
5980, 5980
6183, 6927
6278, 6278
6303, 6303
6321, 6321
6466, 6466
8404, 8404
9677, 9677
10107, 10107
10176, 4057
10248, 3842
10410, 10410
10522, 10522
10832, 69181
11006, 14814
11074, 11074
11205, 11205
11295, 3426
12681, 12681
13081, 13081
14470, 3486
14918, 14918
16464, 107009
18190, 18190
18564, 18564
18768, 18768
19285, 19285
19378, 19378
19665, 19665
19755, 19755
19807, 19807
22142, 3155
26856, 26856
28406, 28406
29105, 29105
33782, 11205
37398, 37398
38364, 38364
38515, 38515
38681, 38681
39557, 39557
39613, 101542
39631, 39631
39648, 39648
41577, 41577
48534, 48534
49103, 49103
49918, 49918
59959, 59959
71244, 3698
87275, 16464
90754, 90754
100470, 100470
102829, 102829
103387, 103387
103840, 103840
104139, 39628
104758, 104758
105825, 105825
106154, 106154
106541, 48657
107623, 107623
108131, 108131
109625, 109625
110975, 110975
113194, 39631
116441, 6278
119425, 119425
121970, 121970
124512, 124512
124727, 124727
128114, 128114
129893, 129893
133891, 133891
139378, 47987
149121, 149121
142, 5164
218, 218
291, 291
350, 350
350, 350
446, 446
460, 460
476, 6278
539, 539
540, 540
708, 708
779, 779
865, 124512
884, 884
1120, 1120
1176, 1176
1245, 1245
1284, 468
1388, 1388
1400, 16464
1848, 1848
2141, 11143
2242, 2242
2515, 2515
2661, 2661
2845, 2845
2996, 2996
3010, 3010
3123, 3123
3129, 142
3155, 3155
3210, 3210
3335, 3335
3360, 3360
3426, 350
3480, 3480
3486, 3486
3667, 4078
3703, 10248
3842, 3842
4076, 4076
4078, 4078
4308, 4308
4368, 4368
4390, 4390
4517, 71244
4634, 4634
4855, 6183
4864, 4864
4888, 4888
4929, 4929
5219, 350
5267, 5267
5406, 5406
5479, 5479
5677, 5677
5812, 5812
5980, 5980
6183, 6183
6278, 6278
6319, 494
6336, 6336
6466, 6453
8404, 8404
9677, 9677
10107, 10094
10222, 10222
10248, 10248
10410, 1848
10522, 10522
10832, 4117
11006, 11006
11074, 11074
11205, 11205
11295, 2141
12681, 12681
13081, 13081
14470, 14470
14918, 14918
16464, 39723
18190, 4435
18564, 18564
18768, 18768
19285, 19285
19378, 19378
19665, 19665
19755, 19755
19807, 19807
22142, 6303
26856, 26856
28406, 28406
29105, 18564
33782, 33782
37398, 37398
38364, 38364
38515, 38515
38681, 38681
39557, 39557
39613, 39613
39631, 39631
39648, 39648
41577, 41577
48534, 48534
49103, 126312
49918, 49918
69144, 69144
71244, 4390
87275, 87275
90754, 90754
100470, 106163
102829, 102829
103387, 103387
103840, 103840
104139, 89850
104758, 104758
105825, 105825
106154, 106154
107009, 107009
107623, 107623
108131, 108131
110523, 39628
110975, 10034
113194, 113194
116441, 26856
119425, 119425
121970, 121970
124512, 124512
124727, 124727
128114, 128114
129893, 129893
133891, 133891
142661, 142661
153026, 153026
142, 11074
218, 218
291, 291
350, 468
350, 350
446, 494
468, 539
476, 4368
539, 539
540, 540
708, 708
779, 779
865, 865
908, 908
1120, 1120
1176, 1176
1247, 1247
1284, 16931
1388, 10522
1400, 1400
1848, 1848
2241, 468
2242, 2242
2660, 33834
2707, 2707
2845, 2845
2996, 2996
3074, 3074
3123, 3123
3129, 3129
3155, 3155
3210, 3210
3335, 3335
3376, 3376
3426, 11053
3480, 3480
3559, 3559
3667, 3667
3703, 3697
3842, 8833
4076, 4076
4078, 3697
4308, 3480
4368, 494
4390, 4390
4517, 3252
4648, 4648
4864, 4864
4883, 4883
4888, 33495
4929, 4929
5247, 4368
5267, 3697
5406, 124522
5479, 6278
5677, 4057
5812, 5812
5980, 5980
6183, 6183
6278, 6278
6319, 14814
6336, 6336
6466, 4864
8404, 8404
9677, 9677
10107, 10107
10222, 10222
10367, 10367
10410, 3425
10522, 10522
10832, 2141
11006, 11006
11074, 11074
11205, 5812
11295, 143
12681, 12681
13081, 13081
14470, 100470
14918, 14918
16464, 10971
18426, 18426
