41, 900
149, 1094
221, 221
279, 279
321, 321
623, 623
686, 686
851, 851
900, 1170
1076, 1076
1095, 43
1240, 1240
1446, 10557
1497, 1497
1769, 1769
1770, 1770
1875, 1076
1912, 4016
2005, 2005
2134, 2134
2138, 2138
2191, 2191
2399, 2399
2824, 2824
2845, 2845
2857, 2857
2868, 2868
2932, 2932
2933, 2933
2959, 2959
2971, 2971
3043, 3043
3108, 3108
3368, 3368
3458, 11527
3841, 3841
4570, 4570
5210, 5210
6169, 6169
6185, 6185
6208, 146
6290, 6290
6612, 6612
6793, 6793
6895, 6895
6906, 6906
6907, 6907
6933, 6933
7115, 7115
7226, 9240
7421, 7421
7522, 7522
7523, 7523
7529, 7529
7553, 7553
7579, 7579
7604, 7604
7619, 7619
7632, 7632
7788, 7788
7927, 7927
8267, 8267
8724, 2865
8907, 2824
9129, 9129
9566, 9566
10208, 10208
10333, 10333
10557, 279
10902, 10902
11271, 11271
11361, 11361
11530, 11530
11592, 11592
11765, 11765
12043, 12043
13039, 13039
13176, 13176
13288, 13288
13583, 13583
13679, 13679
14356, 14356
16118, 16118
17065, 17065
17227, 17227
17793, 17793
18841, 18841
19930, 19930
21699, 21699
23351, 23351
24244, 24244
26208, 26208
26998, 26998
29598, 29598
31068, 31068
33732, 33732
35752, 35752
36697, 36697
42319, 42319
49030, 49030
41, 900
149, 149
221, 221
279, 279
568, 568
623, 623
686, 686
851, 851
963, 963
1076, 7108
1095, 1095
1240, 1240
1446, 1446
1497, 1497
1769, 1769
1770, 1770
1875, 1875
1912, 1912
2005, 2005
2134, 2134
2138, 2138
2191, 2191
2807, 2807
2824, 2824
2845, 2845
2857, 7226
2868, 11692
2932, 2932
2933, 2933
2959, 2959
2971, 2971
3043, 3043
3108, 3108
3368, 3368
3458, 3458
3841, 3841
4570, 4570
5210, 5210
6169, 6169
6185, 6185
6208, 6208
6290, 6290
6612, 6612
6793, 6793
6895, 6895
6906, 6906
6907, 6907
6933, 6933
7115, 7115
7226, 7226
7421, 7421
7522, 7522
7523, 7523
7530, 7530
7553, 7553
7579, 7579
7604, 7604
7619, 7619
7648, 7648
7844, 7844
8067, 8067
8267, 8267
8724, 2865
8907, 8907
9129, 9129
9566, 9566
10238, 10238
10333, 10333
10557, 10557
10902, 10902
11271, 11271
11361, 11361
11549, 11549
11592, 851
11765, 11765
12815, 12815
13039, 13039
13176, 13176
13297, 13297
13591, 13591
13679, 13679
15018, 15018
16118, 16118
17065, 17065
17227, 17227
18243, 18243
18841, 18841
19930, 19930
21699, 21699
23351, 23351
24244, 24244
26208, 6687
27250, 42319
29673, 29673
31068, 31068
34007, 34007
35752, 35752
36697, 36697
42319, 42319
49030, 49030
41, 41
149, 149
221, 221
279, 279
568, 568
623, 623
686, 686
851, 851
963, 963
1076, 2808
1095, 963
1240, 1240
1446, 1446
1513, 1513
1769, 1769
1770, 1770
1875, 1875
1939, 11841
2005, 2005
2134, 2134
2138, 2138
2208, 2208
2807, 2807
2824, 2824
2845, 2845
2865, 8724
2868, 2138
2932, 2932
2933, 2933
2959, 2959
2971, 2971
3043, 3043
3108, 3108
3368, 3368
3711, 3711
4016, 4016
4570, 4570
5210, 2959
6169, 6169
6185, 6185
6208, 6208
6290, 6290
6612, 6612
6833, 6833
6895, 6895
6906, 6906
6907, 6907
6955, 6955
7115, 7115
7363, 7363
7424, 3108
7522, 7522
7523, 7523
7530, 7530
7553, 7553
7579, 7579
7604, 7604
7619, 7619
7648, 7648
7844, 7844
8067, 8067
8267, 8267
8724, 8724
8907, 8907
9240, 9240
9566, 9566
10238, 10238
10333, 10333
10587, 10587
10947, 10947
11300, 11300
11527, 11527
11549, 11549
11595, 11595
11765, 11765
12815, 12815
13039, 13039
13220, 13220
13297, 13297
13591, 13591
13853, 13853
15018, 15018
16118, 16118
17065, 17065
17227, 17227
18243, 18243
18841, 18841
19930, 36555
22121, 22121
23796, 23796
24244, 24244
26295, 26295
27250, 2152
29673, 29673
31068, 31068
34007, 34007
35752, 35752
36697, 36697
42319, 42319
49030, 49030
43, 43
149, 149
221, 221
279, 10333
568, 568
650, 650
718, 718
852, 1076
963, 963
1076, 2808
1095, 1095
1240, 1240
1446, 2808
1513, 1513
1769, 1769
1770, 1770
1875, 2808
1939, 1939
2005, 2005
2134, 2134
2138, 2138
2208, 2208
2807, 2807
2824, 2824
2845, 2845
2865, 8724
2874, 2874
2932, 2932
2933, 2933
2959, 2959
2971, 2971
3043, 3043
3108, 2967
3401, 3401
3711, 3711
4016, 4016
4613, 4613
5210, 5210
6185, 6185
6185, 6185
6208, 6208
6290, 6290
6687, 6687
6833, 6833
6895, 6895
6906, 6906
6907, 2808
6955, 6955
7115, 7115
7363, 7363
7424, 7557
7522, 7522
7523, 7523
7530, 7530
7553, 7553
7579, 7579
7604, 7604
7619, 7619
7648, 7648
7844, 7844
8067, 8067
8267, 8267
8724, 8724
8907, 224
9240, 9240
9566, 9566
10238, 10238
10333, 10333
10587, 10587
10947, 10947
11300, 11300
11527, 11527
11549, 11549
11595, 11595
11841, 11841
12882, 12882
13039, 13039
13220, 13220
13297, 13297
13591, 13591
13853, 13853
15018, 15018
16118, 16118
17076, 17076
17372, 17372
